,Shareholders_Funds,Secured_Loans,Debt___Loan_Funds,Liabilities,Sundry_Debtors,Inventories,Cash_and_Bank_Balance,Current_Assets,Current_Liabilities,Sales_Turnover___Operating_Incom,Net_Sales,Income,Operating_Profit,Rating
2372,40.01,0.0,0.0,40.01,12.02,3.85,5.67,23.74,16.3,59.58,59.58,59.2,5.27,0
2373,44.77,0.0,0.01,44.78,9.49,4.95,3.07,20.55,9.42,39.89,39.89,37.36,3.43,0
2374,46.54,2.38,2.4,48.94,6.9,11.32,2.37,21.64,6.93,34.6,34.6,34.49,3.07,0
2375,2615.43,386.54,436.77,3071.34,157.71,227.86,21.07,761.92,160.55,1017.86,989.27,1019.69,182.96,0
2376,2534.65,137.81,167.81,2720.77,220.13,343.84,37.12,782.09,178.16,1183.78,1152.94,1234.51,217.23,0
2377,2448.87,142.01,172.31,2633.69,159.7,321.71,117.11,776.87,154.51,1123.26,1100.55,1138.44,303.03,0
2378,2305.09,119.1,149.49,2466.68,165.97,292.64,463.71,1065.19,160.16,1142.99,1124.2,1210.36,358.82,0
2379,2116.1,163.37,194.03,2320.69,116.59,291.53,486.98,1109.88,165.69,987.69,969.96,1036.85,291.69,0
2380,1841.63,136.21,306.82,2170.65,204.17,294.88,479.03,1222.56,157.44,1105.06,1088.72,1134.17,376.73,0
2381,1596.21,252.98,393.77,1989.98,145.25,280.61,622.24,1374.71,257.63,1179.45,1167.82,1133.49,585.79,0
2382,-77.05,535.45,535.47,458.42,454.76,140.87,18.13,637.98,209.83,1727.82,1724.2,1561.82,-183.1,0
2383,162.8,172.49,176.95,339.75,471.85,322.0,75.14,881.45,587.76,3038.65,3034.67,3183.62,96.19,0
2384,148.8,188.23,192.47,341.27,395.76,210.78,55.49,686.37,398.31,2283.71,2280.04,2321.55,87.48,0
2385,97.24,142.02,161.04,258.28,356.06,179.28,47.81,594.47,392.11,1953.02,1948.21,2004.64,72.05,0
2386,79.4,236.54,241.13,320.53,296.98,105.07,29.73,443.36,161.01,1249.23,1248.76,1248.45,28.17,0
2387,76.33,151.43,155.45,231.78,265.47,58.46,20.49,353.04,156.84,1139.69,1139.59,1163.01,28.93,0
2388,39.02,103.26,118.4,157.42,147.31,42.07,25.27,224.14,94.44,734.59,734.57,734.25,22.23,0
2389,184.17,170.03,182.03,375.58,119.11,126.66,9.04,313.34,133.53,517.49,509.97,517.7,81.49,1
2390,159.82,175.76,187.76,356.69,128.85,113.4,6.49,315.13,142.23,476.31,469.15,492.36,67.15,1
2391,122.6,162.1,190.1,320.77,118.59,93.42,6.68,286.89,152.24,474.73,465.69,468.97,73.71,1
2392,98.59,182.48,210.48,317.11,98.5,92.17,0.28,226.56,104.86,470.07,460.59,467.36,61.45,1
2393,75.1,214.81,220.06,299.01,96.41,92.42,1.78,221.2,126.42,454.05,448.23,455.09,48.34,1
2394,73.13,229.6,233.75,309.55,99.57,79.92,4.45,218.08,117.8,401.76,396.79,402.42,49.95,1
2395,68.14,233.18,233.18,301.32,72.83,71.92,12.77,197.0,96.33,281.25,278.42,287.41,29.26,1
2396,2.8,4.63,7.08,12.74,6.69,5.63,0.44,13.03,4.33,13.11,13.11,14.0,-0.88,0
2397,5.24,4.65,5.8,13.53,7.92,5.05,0.2,13.41,4.03,19.27,17.9,18.34,1.36,0
2398,5.27,5.21,5.86,13.18,7.26,4.89,0.12,12.54,3.9,17.9,16.59,17.55,1.27,0
2399,5.48,5.37,6.03,13.43,7.27,4.95,0.16,12.52,3.74,15.79,14.84,16.26,0.44,0
2400,6.51,5.27,5.86,13.21,7.86,4.64,0.34,12.93,4.99,19.27,18.04,18.11,1.68,0
2401,6.52,5.18,5.72,12.24,7.84,4.0,0.23,13.01,5.52,19.05,19.05,19.32,1.54,0
2402,109.79,3.02,3.02,113.5,51.15,37.15,3.23,97.79,18.85,355.28,325.99,327.15,28.63,0
2403,94.64,0.75,0.75,96.06,33.87,39.48,7.85,89.8,23.08,345.8,318.31,322.11,25.88,0
2404,81.84,6.37,6.37,88.76,42.46,37.83,4.9,90.77,27.83,340.07,313.23,314.0,23.41,0
2405,71.16,7.45,14.73,86.48,39.06,35.28,0.76,78.55,23.85,300.43,275.55,278.46,22.24,0
2406,60.85,13.71,21.64,83.07,28.85,30.04,2.49,65.96,16.62,239.3,221.92,227.46,19.25,0
2407,53.48,20.06,23.99,78.0,25.52,29.58,1.25,74.46,32.54,200.56,186.48,189.57,18.42,0
2408,46.71,6.81,9.07,55.78,19.16,19.76,1.07,56.11,24.0,160.69,151.37,160.74,20.51,0
2409,2.2,57.68,95.5,99.11,43.63,36.69,1.96,87.65,42.59,143.35,138.16,140.84,-23.85,1
2410,40.92,40.55,57.26,100.21,44.25,36.0,2.02,87.5,41.9,266.58,256.55,258.28,16.58,1
2411,36.99,25.15,44.61,83.19,95.37,24.25,2.38,125.45,93.12,223.41,214.76,211.37,13.17,1
2412,35.64,38.49,50.27,87.34,47.97,12.12,2.1,64.07,31.17,160.37,151.93,146.08,12.0,1
2413,34.74,42.9,49.87,85.71,26.82,18.29,1.51,48.64,17.58,137.24,130.93,140.79,8.62,1
2414,37.55,43.1,44.41,82.12,15.68,11.65,18.54,48.23,13.89,91.56,87.11,88.11,9.45,1
2415,34.68,5.69,9.05,43.73,8.1,11.19,1.74,23.14,10.56,63.36,61.65,61.37,5.29,1
2416,21.26,5.81,14.32,35.87,17.41,0.0,0.27,24.28,6.43,14.6,14.6,14.81,0.13,1
2417,23.78,14.86,20.18,44.24,20.17,0.0,0.58,27.44,7.69,18.44,18.44,20.22,2.59,1
2418,27.3,15.59,23.56,51.12,25.33,0.0,0.33,32.42,9.49,19.4,19.4,19.42,1.49,1
2419,30.81,20.88,27.66,58.75,24.93,0.0,0.65,32.42,8.48,21.45,21.45,21.55,5.82,1
2420,32.38,24.59,31.08,63.74,17.46,0.0,0.62,28.77,6.18,22.83,22.83,23.96,10.51,1
2421,31.62,27.41,32.45,64.34,13.51,0.0,1.32,24.92,7.86,44.23,44.23,44.38,14.21,1
2422,35.11,39.04,44.42,79.53,21.64,0.0,0.68,42.71,12.64,29.42,29.42,30.02,3.45,1
2423,71.69,2.36,11.4,83.56,0.09,73.0,10.44,88.02,32.03,925.12,924.94,928.94,18.52,0
2424,71.81,8.13,17.36,89.72,0.29,66.01,37.78,109.17,48.31,899.98,899.7,912.37,72.5,0
2425,48.58,7.03,16.67,65.65,0.17,49.7,3.14,57.94,28.3,806.58,806.31,807.8,30.2,0
2426,40.7,20.53,29.95,70.95,0.29,47.37,3.76,54.82,22.68,697.42,697.18,698.24,14.56,0
2427,39.71,5.05,26.23,66.22,0.17,41.48,5.83,49.8,18.33,542.37,542.22,546.74,23.87,0
2428,33.35,13.69,25.26,58.83,0.23,32.61,3.48,38.43,16.22,453.72,453.68,455.23,14.47,0
2429,32.57,20.97,29.23,61.8,0.32,20.83,8.6,32.77,12.6,370.97,370.94,372.77,19.73,0
2430,5.07,1.24,1.24,6.39,4.67,3.44,1.64,10.73,8.29,26.86,26.86,24.06,2.04,0
2431,4.32,1.28,2.08,6.48,2.68,6.27,1.84,12.18,7.61,27.5,27.5,27.11,1.7,0
2432,3.72,1.16,2.16,5.96,3.68,6.69,3.25,14.5,10.07,27.47,27.47,26.98,1.51,0
2433,3.05,0.9,1.7,4.83,1.11,6.61,1.44,9.76,6.14,15.5,15.5,16.71,0.7,0
2434,2.47,0.6,1.69,4.22,0.84,5.51,0.75,7.22,4.2,8.24,8.24,9.62,0.05,0
2435,2.68,0.52,0.52,3.49,4.16,4.28,0.57,9.12,6.81,13.07,13.07,13.92,0.66,0
2436,2.22,0.39,0.39,2.61,2.97,3.43,0.62,7.28,5.82,12.58,12.03,13.41,0.98,0
2437,377.04,7.12,10.35,391.34,15.33,224.39,72.84,369.39,210.08,2018.29,2018.29,2055.77,245.29,0
2438,260.05,53.7,58.4,322.72,33.56,222.02,6.16,274.25,143.63,1780.66,1780.66,1804.68,191.31,0
2439,173.67,50.32,56.12,235.46,45.02,199.15,12.85,271.49,155.55,1131.61,1131.61,1147.92,115.11,0
2440,119.86,54.38,60.18,183.04,39.73,97.16,8.58,154.87,57.92,648.04,648.04,669.98,53.05,0
2441,96.57,42.77,48.67,148.21,15.5,42.15,22.04,90.44,34.28,393.41,393.32,392.5,48.1,0
2442,71.25,43.51,49.41,123.23,22.81,39.05,4.1,73.13,19.38,207.75,207.69,221.05,12.38,0
2443,68.76,25.83,33.26,102.02,8.93,27.28,3.41,53.14,13.62,91.54,91.51,103.2,3.63,0
2444,-0.33,0.0,0.86,0.53,0.0,0.0,0.01,0.08,0.08,0.0,0.0,0.0,-0.01,0
2445,-0.26,0.0,0.86,0.6,0.0,0.0,0.05,0.09,0.08,0.0,0.0,0.0,-0.02,0
2446,-0.16,0.0,0.82,0.66,0.0,0.0,0.03,0.07,0.08,0.0,0.0,0.0,-0.01,0
2447,-0.06,0.0,0.82,0.76,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.0,-0.02,0
2448,0.05,0.0,0.79,0.84,0.0,0.0,0.03,0.03,0.07,0.0,0.0,0.0,0.0,0
2449,673.66,1270.06,1308.3,2125.56,336.03,258.69,27.78,654.46,120.46,655.89,642.17,608.65,-36.3,1
2450,942.89,1113.38,1236.53,2220.31,364.44,299.71,7.23,732.47,180.62,581.83,555.21,532.27,-53.89,1
2451,1095.37,814.14,957.21,2113.91,311.33,298.77,25.48,693.28,145.47,1425.01,1425.01,1478.67,180.38,1
2452,850.68,674.36,869.51,1779.64,395.5,296.41,17.51,823.82,268.35,1351.42,1351.42,1400.31,180.48,1
2453,546.82,625.35,984.85,1562.66,275.19,210.76,5.02,547.4,117.22,1223.03,1223.03,1230.67,162.33,1
2454,525.49,597.13,715.25,1240.74,242.85,180.65,26.47,613.78,127.54,961.86,945.02,1059.34,119.98,1
2455,235.37,192.89,204.92,445.69,257.42,123.82,13.37,413.61,137.55,994.6,900.95,882.53,65.2,0
2456,225.67,171.9,190.35,423.64,192.92,168.87,15.46,393.5,144.21,577.19,528.98,529.46,44.03,0
2457,223.7,176.43,185.58,416.43,279.34,167.23,19.99,486.67,234.27,838.87,764.18,819.47,61.53,0
2458,201.29,43.43,43.49,251.1,195.49,158.79,46.26,436.28,290.47,807.0,725.37,756.05,67.05,0
2459,75.62,77.97,106.33,184.37,94.4,71.73,22.2,205.38,106.06,642.41,591.82,605.81,63.46,0
2460,41.35,52.2,75.89,119.73,42.05,47.0,9.04,130.6,47.67,220.7,203.19,219.0,24.08,0
2461,27.28,36.44,67.46,94.74,28.97,27.33,1.81,89.99,26.18,271.62,253.51,268.55,28.92,0
2462,16.27,3.42,5.22,21.49,3.75,7.2,0.46,20.07,14.03,108.9,108.9,109.13,-1.17,0
2463,20.26,5.51,7.4,27.66,2.51,9.2,0.33,19.84,8.46,115.08,115.08,116.77,1.09,0
2464,22.91,0.0,6.9,29.81,7.81,7.65,0.39,24.06,12.56,125.7,125.7,123.69,7.01,0
2465,21.35,8.62,10.29,31.64,9.93,9.95,0.42,27.92,13.51,114.67,114.67,118.48,14.01,0
2466,14.0,19.77,20.57,34.57,8.47,7.96,0.54,26.5,11.35,97.68,97.68,95.28,-2.44,0
2467,21.7,25.64,26.09,47.79,13.56,17.87,0.78,35.28,14.27,101.87,101.87,105.84,14.73,0
2468,17.29,30.03,30.39,47.68,10.01,15.52,0.75,34.53,11.16,78.05,78.05,75.69,5.7,0
2469,3.65,3.75,5.12,8.77,1.15,4.24,0.28,6.03,0.98,51.71,51.71,50.25,-1.12,0
2470,6.23,2.17,4.74,10.97,0.78,5.73,0.31,7.21,0.55,38.12,38.11,38.02,-0.34,0
2471,7.92,3.43,4.32,12.24,0.65,6.36,0.57,8.24,0.76,59.86,59.84,57.91,1.04,0
2472,8.96,6.44,17.71,26.67,5.11,9.43,7.6,24.25,3.09,120.2,120.2,123.72,3.31,0
2473,8.28,3.22,7.48,15.76,1.25,6.21,0.54,12.07,5.56,96.83,96.83,96.68,2.91,0
2474,7.58,6.53,10.18,17.76,0.77,6.76,0.12,14.48,7.56,90.06,90.06,89.59,2.36,0
2475,46.46,6.56,9.71,56.17,19.08,6.09,1.51,31.62,14.62,97.94,93.43,94.61,15.28,0
2476,40.92,17.66,20.44,61.36,24.95,6.72,1.35,39.93,15.97,105.64,101.55,101.73,15.11,0
2477,36.48,13.56,19.51,55.99,19.87,7.17,0.86,32.92,14.72,78.82,75.39,77.86,15.25,0
2478,32.72,14.24,21.29,54.01,14.81,4.26,0.61,24.9,12.18,90.49,86.79,87.49,14.57,0
2479,28.43,15.37,20.99,49.42,19.23,5.3,0.77,29.7,13.38,88.33,85.17,84.58,14.02,0
2480,25.32,9.92,11.87,37.19,9.12,6.23,0.61,20.64,12.67,63.31,60.85,63.54,12.13,0
2481,22.63,9.4,10.21,32.84,7.56,4.61,1.21,17.6,9.64,40.34,38.93,40.55,11.03,0
2482,1397.74,953.52,985.32,2434.69,158.88,73.02,305.2,631.84,128.76,1075.29,983.52,1159.87,492.1,0
2483,1212.45,932.56,964.97,2229.96,131.6,65.49,66.57,344.37,131.46,961.15,876.44,912.07,342.54,0
2484,1073.17,192.89,293.77,1414.48,109.67,57.73,16.46,245.53,118.73,870.3,797.08,813.78,303.42,0
2485,927.11,173.95,299.97,1278.96,83.98,47.83,112.43,292.83,79.51,805.9,747.36,788.33,333.31,0
2486,752.7,167.85,299.4,1102.02,94.34,42.25,60.02,244.46,68.25,754.2,701.92,713.53,306.05,0
2487,610.68,367.6,402.05,1012.73,72.47,35.22,11.05,228.15,109.32,640.53,602.69,615.98,261.92,0
2488,50.11,12.14,13.16,63.27,5.94,10.89,0.1,18.97,6.27,80.58,72.56,70.09,7.62,0
2489,48.99,12.72,13.75,62.76,3.24,12.82,1.64,18.49,4.42,53.01,47.45,47.4,4.17,0
2490,49.59,8.41,8.46,58.1,4.68,13.48,8.27,27.12,7.22,85.39,76.93,73.09,6.24,0
2491,48.83,12.6,12.6,61.6,5.39,18.06,7.55,32.5,8.14,96.6,87.11,91.78,6.2,0
2492,48.14,7.82,7.82,56.14,3.17,14.97,8.77,29.54,10.35,77.28,69.98,73.89,5.69,0
2493,47.53,9.05,10.97,58.5,4.66,10.04,7.8,33.17,5.97,44.17,40.72,45.15,4.12,0
2494,16.11,11.27,11.37,28.41,8.23,6.14,7.27,22.74,8.28,31.34,31.34,32.91,3.98,0
2495,15.05,14.73,15.37,31.23,6.69,5.7,4.82,18.16,6.75,29.82,29.82,30.51,4.18,0
2496,13.86,13.28,14.27,28.91,7.32,4.95,7.18,20.39,6.6,25.48,25.48,26.68,2.74,0
2497,13.58,8.5,9.11,23.43,8.1,2.75,5.69,17.33,4.64,33.23,33.23,33.81,4.92,0
2498,11.34,0.0,8.15,20.15,9.19,4.54,4.5,19.04,7.88,35.58,35.58,36.16,5.16,0
2499,10.08,6.83,7.81,17.79,7.21,4.16,4.2,16.27,5.41,27.36,27.36,28.35,3.76,0
2500,9.49,3.73,4.18,13.67,4.32,2.04,3.0,11.59,3.36,19.48,18.04,18.42,2.61,0
2501,10.98,14.81,14.81,27.05,14.65,3.52,9.4,30.56,8.92,61.78,61.78,62.9,2.29,0
2502,10.26,11.07,11.07,23.7,8.33,5.67,5.11,23.42,4.56,50.37,50.37,51.58,1.55,0
2503,9.74,14.44,14.44,24.43,13.13,5.79,5.05,29.29,8.44,63.42,63.42,69.03,4.89,0
2504,6.2,13.95,13.95,20.23,11.74,5.69,0.09,21.69,5.43,38.35,38.35,39.58,0.59,0
2505,6.43,5.42,5.42,11.89,4.21,4.29,0.3,11.47,3.28,46.78,46.78,45.84,1.66,0
2506,6.15,2.35,2.35,8.53,0.56,4.85,0.43,8.9,4.66,49.6,49.59,49.17,1.56,0
2507,5.83,3.0,3.0,8.83,0.58,5.22,0.61,11.47,4.79,46.97,46.97,52.54,1.99,0
2508,160.94,167.25,196.75,397.41,111.61,163.63,10.75,322.89,155.32,500.01,463.27,506.84,87.72,1
2509,138.51,147.59,177.09,382.45,89.39,115.61,11.75,255.78,81.11,450.17,418.07,429.95,80.01,1
2510,119.62,132.6,159.5,332.66,62.47,86.05,6.75,183.54,65.55,379.6,352.17,353.71,65.08,1
2511,106.5,104.14,141.99,275.71,41.81,80.82,9.4,159.36,111.29,350.52,324.99,331.3,58.36,1
2512,99.17,100.4,158.4,281.76,49.64,69.62,9.94,153.83,101.02,351.92,329.37,347.68,57.75,1
2513,100.65,103.27,167.59,273.6,48.98,55.0,7.79,127.45,67.72,306.47,287.49,295.54,54.19,1
2514,79.21,169.76,175.41,254.62,29.78,53.73,12.07,115.4,66.68,219.8,206.83,224.0,40.37,1
2515,26.09,48.96,51.49,78.4,32.49,26.3,1.71,75.02,22.45,89.48,85.2,90.38,7.59,0
2516,13.82,44.89,47.61,62.38,29.43,21.91,1.89,69.3,21.03,98.85,94.76,101.89,7.89,0
2517,17.62,44.29,47.39,65.52,40.15,18.69,2.12,77.17,28.8,89.31,84.28,91.55,4.47,0
2518,19.84,46.74,47.96,68.16,32.51,18.38,2.06,58.45,12.09,93.46,87.79,86.34,7.34,0
2519,19.74,38.97,41.09,61.37,24.36,22.52,1.7,52.7,13.16,83.03,83.03,89.53,7.59,0
2520,18.02,33.67,35.36,53.91,20.09,15.44,1.58,41.02,8.96,103.46,97.63,100.39,5.85,0
2521,17.38,25.38,25.83,43.21,10.09,14.66,0.82,31.42,9.39,67.48,67.48,71.63,5.7,0
2522,56.55,36.57,101.67,158.22,151.36,0.0,5.11,159.36,52.31,746.5,746.5,743.08,8.73,0
2523,54.91,20.6,30.04,84.95,101.46,5.44,10.89,123.26,74.99,658.8,658.8,659.17,8.0,0
2524,54.02,2.17,7.25,61.27,75.96,3.82,4.57,91.76,45.65,428.41,428.41,428.85,2.2,0
2525,424.04,511.19,511.19,956.18,437.74,393.89,10.99,902.76,218.04,1041.78,1030.94,1049.15,98.06,0
2526,395.95,545.01,545.01,961.93,429.53,416.26,18.73,922.82,233.45,1332.29,1316.16,1383.43,136.43,0
2527,359.48,547.35,547.35,926.2,332.49,404.6,7.03,798.6,145.34,1171.94,1160.35,1133.44,151.21,0
2528,319.16,520.85,520.85,844.2,299.12,287.51,5.85,643.37,103.44,1029.45,1015.6,1095.77,133.55,0
2529,273.22,227.07,372.6,648.91,200.94,211.14,13.02,472.26,146.84,901.25,882.86,945.37,108.83,0
2530,232.28,262.32,262.32,497.28,177.22,192.61,49.42,458.94,128.76,862.79,845.88,862.66,96.28,0
2531,191.32,184.64,184.64,375.96,117.51,158.28,16.03,345.84,79.22,699.3,685.09,704.66,78.81,0
2532,6.49,5.77,9.43,16.2,1.56,5.08,0.16,7.1,2.75,35.51,35.51,40.87,4.0,0
2533,4.31,4.89,7.51,12.15,1.76,2.88,0.18,5.18,5.56,62.83,62.83,61.56,6.66,0
2534,0.6,4.44,13.59,14.5,2.28,4.25,0.4,7.17,5.68,34.68,34.68,37.41,3.27,0
2535,0.61,4.41,16.68,17.51,3.14,1.21,0.12,6.42,4.42,24.92,24.92,23.76,-3.04,0
2536,6.62,2.13,9.63,16.44,0.82,2.74,0.01,5.71,2.68,25.39,25.39,27.03,2.9,0
2537,-1.13,2.16,10.72,9.59,1.06,2.23,0.12,5.15,1.8,15.05,14.98,16.68,1.21,0
2538,-196.6,365.13,365.13,186.88,3.83,8.66,0.52,14.56,5.14,74.35,74.35,75.76,6.37,1
2539,-132.41,355.15,355.15,240.96,7.65,12.43,0.69,25.26,11.87,80.84,80.84,81.09,-9.24,1
2540,-77.5,331.35,331.35,272.8,23.17,12.21,0.8,41.91,25.06,86.63,86.63,85.16,-58.94,1
2541,31.06,311.58,311.58,361.59,11.38,18.6,0.36,39.98,9.29,161.73,161.73,155.5,2.11,1
2542,76.93,330.67,330.67,422.38,22.31,39.95,1.23,74.84,28.14,208.38,208.38,223.63,31.52,1
2543,92.75,327.86,345.76,438.51,16.66,30.51,4.69,68.37,17.66,142.94,142.94,148.81,9.91,1
2544,94.08,292.6,347.05,546.04,78.67,66.04,5.98,185.87,103.7,924.84,883.25,890.12,73.28,0
2545,76.25,313.25,365.05,495.7,83.53,60.83,10.78,190.15,135.48,760.05,724.95,739.49,36.1,0
2546,110.59,274.47,302.13,431.82,56.95,32.77,4.14,125.64,112.41,565.23,540.53,545.1,22.53,0
2547,110.14,198.65,220.89,331.03,57.25,30.69,7.17,120.51,115.81,537.42,512.29,516.81,25.08,0
2548,105.54,185.39,212.13,317.67,55.35,32.81,7.76,108.49,104.49,516.59,492.6,498.43,36.9,0
2549,93.82,163.13,181.3,275.12,46.42,31.26,11.56,103.92,97.35,483.29,466.91,471.32,52.35,0
2550,68.03,88.23,92.81,160.84,41.02,26.25,8.99,92.8,81.84,389.41,376.41,387.65,45.43,0
2551,87.65,100.79,136.64,229.39,4.08,175.62,0.89,205.02,133.66,189.79,184.89,185.61,5.61,1
2552,66.01,109.75,144.21,214.78,2.64,174.95,1.71,196.64,104.45,165.01,161.15,190.19,16.37,1
2553,67.09,109.92,141.7,0.0,1.26,146.0,2.1,165.61,75.47,202.82,198.03,197.93,18.88,1
2554,69.68,114.86,145.21,219.34,0.18,148.31,2.64,171.4,80.0,152.5,148.45,164.89,17.09,1
2555,29.66,82.76,126.53,161.69,1.31,132.0,4.31,159.06,85.15,126.86,121.83,224.01,18.07,1
2556,35.38,11.5,14.24,49.62,23.82,12.58,1.35,38.53,17.31,110.21,98.42,98.84,11.27,0
2557,31.27,13.74,16.48,47.75,23.41,12.24,1.52,38.04,18.34,105.66,94.66,94.27,9.34,0
2558,28.18,10.8,13.64,41.82,18.7,13.15,1.27,34.2,18.15,97.56,87.72,86.71,8.39,0
2559,26.27,15.12,17.95,44.22,20.87,14.82,1.57,38.97,20.86,89.63,80.5,82.21,7.99,0
2560,24.46,18.64,21.39,45.85,20.78,12.89,1.36,37.25,18.92,86.01,78.36,79.74,9.07,0
2561,21.57,18.25,18.96,40.53,18.07,14.51,1.18,36.67,20.35,82.53,75.3,76.3,8.43,0
2562,20.12,13.05,13.05,33.17,16.62,9.98,0.89,28.61,12.86,70.45,65.58,65.01,6.56,0
2563,7.47,1.26,1.34,8.83,4.2,1.62,4.19,13.5,10.03,74.74,74.74,75.84,0.66,0
2564,7.31,1.51,1.67,9.0,5.64,1.36,1.85,12.5,9.06,69.85,69.85,69.16,0.77,0
2565,7.13,1.75,1.96,9.09,2.1,2.87,1.22,9.59,4.5,31.22,31.22,34.41,0.91,0
2566,6.92,5.04,6.47,13.39,2.41,0.55,4.45,11.46,2.57,32.14,32.14,32.68,0.67,0
2567,6.83,0.01,0.95,7.78,1.01,0.64,0.84,4.9,1.7,38.94,38.94,39.97,0.28,0
2568,6.7,0.0,0.0,6.7,0.68,0.09,1.29,7.01,2.26,18.55,18.55,19.08,0.23,0
2569,43.2,10.69,72.86,118.19,22.1,40.28,0.59,65.82,14.33,166.58,157.05,159.85,11.71,0
2570,41.55,4.51,53.12,96.6,19.58,24.89,0.67,47.56,17.76,146.39,137.98,146.31,10.92,0
2571,40.84,4.91,54.84,97.56,23.46,20.66,0.87,49.51,19.02,142.06,133.58,128.53,8.75,0
2572,40.14,16.76,55.68,97.45,20.5,25.58,0.64,51.03,15.72,132.09,125.64,131.39,5.22,0
2573,40.28,9.62,40.99,82.77,16.03,21.19,0.32,46.59,12.31,102.76,99.43,107.14,2.99,0
2574,41.9,16.75,62.74,104.64,15.73,21.41,1.37,79.16,10.44,75.87,73.38,82.19,6.79,0
2575,590.47,28.22,37.31,636.83,387.68,312.26,16.45,747.92,386.87,1680.18,1501.87,1490.14,97.16,0
2576,564.95,53.01,64.43,637.96,466.65,303.71,17.9,828.05,482.6,2059.64,1848.9,1837.22,70.51,0
2577,571.0,35.45,95.66,671.32,528.45,622.62,20.04,1213.69,830.99,2319.39,2080.79,2172.17,225.58,0
2578,511.16,62.89,77.79,592.65,450.35,320.72,29.57,842.52,502.31,2235.73,1999.04,2013.46,186.16,0
2579,437.73,53.1,68.96,510.1,440.28,434.13,29.11,946.21,666.06,2139.9,1910.52,1954.17,138.21,0
2580,395.15,52.91,69.16,467.7,347.48,299.15,30.46,707.51,470.17,1741.47,1548.05,1577.33,197.41,0
2581,319.77,49.59,65.84,385.61,279.75,229.35,20.31,582.7,397.61,1313.81,1167.36,1194.29,153.47,0
2582,50.1,23.64,23.64,73.74,39.49,22.22,1.2,75.1,45.43,207.13,186.72,188.9,21.05,0
2583,43.89,41.85,41.85,85.74,35.39,25.18,0.76,77.12,31.04,204.19,183.16,186.51,18.22,0
2584,38.23,35.51,42.85,81.08,42.64,18.68,1.68,72.84,33.63,212.51,190.13,190.22,17.43,0
2585,32.86,40.71,40.71,73.57,34.06,22.52,1.86,66.97,38.07,172.08,153.84,157.41,16.16,0
2586,28.41,41.86,41.86,70.27,30.1,15.7,0.87,52.91,28.35,141.64,128.58,131.18,14.49,0
2587,24.35,27.65,32.64,56.99,23.74,10.74,0.43,39.27,20.67,107.34,97.58,102.95,17.68,0
2588,17.13,24.67,24.67,41.8,17.34,4.78,0.46,27.65,13.21,79.16,73.16,72.82,10.77,0
2589,1804.6,558.34,751.5,2556.1,120.66,274.53,53.44,766.46,260.79,2911.01,2653.56,2697.46,408.31,0
2590,1542.77,373.28,549.37,2092.14,152.83,268.38,39.37,757.07,296.45,3038.66,2774.99,2776.23,322.68,0
2591,1258.89,329.47,488.53,1747.42,181.67,321.81,63.07,741.82,301.93,2858.8,2630.73,2668.16,291.75,0
2592,1129.32,291.14,581.38,1710.7,157.02,271.79,19.53,651.82,180.23,2426.87,2231.79,2272.95,146.1,0
2593,1720.56,406.59,520.83,2241.39,166.77,201.57,16.01,617.74,205.04,2544.75,2364.39,2355.88,294.09,0
2594,1648.51,390.04,476.72,2125.23,237.55,261.35,22.92,687.31,256.75,2954.07,2746.23,2797.77,972.89,0
2595,1069.23,425.39,475.82,1545.05,61.11,200.78,89.92,466.32,212.13,1702.22,1590.99,1701.32,410.03,0
2596,100.32,38.66,38.81,139.13,26.24,33.62,5.26,67.19,11.67,103.0,100.89,105.05,34.27,0
2597,84.25,37.82,38.72,123.51,17.76,29.11,4.38,52.77,11.58,92.27,90.04,87.16,28.76,0
2598,75.98,34.22,35.44,111.43,14.06,35.59,1.06,53.3,12.48,70.64,69.05,72.85,26.1,0
2599,67.88,24.13,24.13,92.01,15.04,31.1,1.08,48.25,20.08,66.59,65.11,67.77,22.64,0
2600,60.05,16.31,16.31,76.36,14.36,27.56,1.2,43.61,13.14,48.86,48.26,53.64,19.15,0
2601,47.98,21.32,21.32,69.3,13.21,22.68,0.91,37.49,9.87,42.03,41.98,47.57,18.2,0
2602,40.86,20.15,20.15,61.01,11.01,16.96,0.96,41.1,17.28,37.53,37.53,41.63,16.19,0
2603,-1202.74,2818.78,2955.81,1763.11,309.2,240.97,62.81,807.26,321.39,1990.77,1862.21,1829.55,-61.7,0
2604,-1013.02,2916.4,3063.3,2057.86,343.51,274.44,46.88,868.34,302.7,1950.8,1829.21,1707.26,-288.84,0
2605,-573.21,2839.02,3107.6,2539.56,405.94,418.29,30.87,1241.23,309.59,700.15,659.86,467.12,-249.91,0
2606,-250.32,3058.11,3122.37,2877.42,385.58,650.93,28.29,1509.71,304.94,1123.83,1054.02,1045.8,-25.52,0
2607,6.76,2800.35,3062.43,3076.74,445.94,694.29,44.06,1617.75,346.53,2380.31,2246.06,2111.2,-142.55,0
2608,729.47,1559.61,2415.38,3149.38,510.19,852.76,118.03,1733.85,465.74,2418.65,2296.89,2796.56,341.48,0
2609,704.11,1181.11,1515.73,2219.84,336.47,484.15,186.48,1228.94,546.93,2016.04,2002.76,2005.66,285.92,0
2610,34.32,32.11,32.11,66.43,31.66,0.0,0.31,32.52,1.37,127.84,127.84,127.86,6.86,0
