,Shareholders_Funds,Secured_Loans,Debt___Loan_Funds,Liabilities,Sundry_Debtors,Inventories,Cash_and_Bank_Balance,Current_Assets,Current_Liabilities,Sales_Turnover___Operating_Incom,Net_Sales,Income,Operating_Profit,Rating
2611,33.61,16.61,16.61,50.22,34.34,0.0,1.16,35.72,1.4,110.72,110.72,110.75,6.38,0
2612,32.93,17.38,17.38,50.31,27.96,0.0,0.28,29.42,2.38,90.41,90.41,90.45,7.48,0
2613,32.71,11.77,11.77,44.48,23.85,0.0,1.13,26.33,0.6,77.51,77.51,77.5,7.27,0
2614,32.17,14.43,14.43,46.6,26.63,0.0,3.12,31.25,7.49,75.95,75.95,75.85,8.37,0
2615,0.38,0.0,0.0,0.38,0.0,0.0,0.02,0.32,0.01,0.12,0.12,0.12,-0.19,0
2616,108.57,144.09,256.09,382.55,216.43,15.34,35.82,374.15,94.19,372.27,372.27,364.01,37.81,0
2617,162.48,125.32,180.32,361.65,244.66,28.33,36.34,352.16,85.86,308.52,308.52,302.75,11.34,0
2618,172.24,91.33,101.33,297.28,160.09,45.5,47.31,265.14,56.02,253.99,253.99,221.27,8.51,0
2619,152.58,108.35,108.69,261.27,96.85,84.41,39.56,295.12,49.72,257.22,257.22,283.64,32.72,0
2620,144.48,89.37,89.51,233.99,94.68,62.69,36.07,261.78,44.6,244.33,244.33,216.85,28.1,0
2621,135.1,56.45,56.65,191.75,52.7,91.6,29.89,232.07,54.83,229.64,229.64,239.25,24.94,0
2622,125.89,66.41,66.41,192.3,53.52,85.1,26.39,210.43,32.98,162.32,162.32,166.33,21.17,0
2623,9145.98,103453.36,110931.17,121749.18,85.39,0.0,3926.8,12342.84,7937.68,12473.5,12473.5,12485.45,11880.03,0
2624,7818.44,91118.91,96531.87,105369.72,69.62,0.0,2933.06,10284.41,6506.36,10782.37,10782.37,10798.66,10421.57,0
2625,7532.9,77846.13,82036.41,90410.18,68.29,0.0,3022.38,9219.06,5366.85,9301.05,9301.05,9334.67,9007.51,0
2626,6481.29,64992.63,68764.09,75980.04,60.63,0.0,1465.56,6642.84,4580.2,7647.48,7647.48,7658.89,7305.7,0
2627,5682.21,52551.54,56087.27,62420.72,65.08,0.0,1599.2,2076.78,3346.16,6202.85,6202.85,6215.12,5829.4,0
2628,4169.11,34078.64,45162.83,49825.82,43.74,0.0,580.71,951.01,2711.57,4857.13,4857.13,4868.72,4398.11,0
2629,3387.68,31014.98,34758.15,38145.83,0.0,0.0,267.0,647.13,2096.05,3467.19,3467.19,3470.14,3313.35,0
2630,1.01,4.79,5.46,11.34,4.37,4.05,0.63,9.62,1.8,20.36,18.53,18.66,1.24,0
2631,0.86,3.75,4.38,8.9,5.47,4.52,1.03,11.55,6.57,18.05,16.19,16.02,1.49,0
2632,0.99,3.26,5.0,7.28,2.42,1.79,0.94,5.37,2.69,6.06,5.56,4.54,-0.46,0
2633,2.77,4.26,5.97,9.22,2.71,3.18,0.73,7.5,3.01,8.16,7.33,8.41,0.79,0
2634,3.17,4.1,6.07,9.29,2.61,2.27,0.67,6.5,2.4,10.22,9.27,9.88,1.17,0
2635,3.11,2.74,4.2,7.34,1.37,1.11,0.36,3.44,1.63,3.17,3.03,3.38,0.88,0
2636,3.05,2.76,3.15,6.2,0.5,0.05,0.11,1.15,0.45,3.66,3.66,3.74,0.63,0
2637,56.58,32.5,39.44,96.6,22.01,18.11,3.02,52.95,17.38,98.62,94.98,94.81,16.94,0
2638,52.68,34.26,41.72,94.9,20.98,19.76,4.28,56.58,19.56,97.51,94.28,96.49,18.7,0
2639,46.55,19.59,27.86,74.76,21.15,15.44,4.17,60.46,17.94,93.21,89.59,88.65,18.9,0
2640,38.05,19.6,21.05,59.54,21.52,18.28,3.55,51.58,17.94,92.34,88.73,90.88,16.44,0
2641,30.9,15.11,16.96,48.37,21.61,15.83,2.51,45.44,19.72,79.12,76.28,77.14,14.64,0
2642,24.54,13.96,13.96,38.5,13.04,15.35,2.53,35.57,15.52,61.83,59.47,61.86,11.29,0
2643,20.07,16.15,16.15,36.22,11.89,13.08,1.48,30.39,11.3,51.45,51.45,52.01,8.75,0
2644,145.97,49.9,60.54,207.12,113.71,7.98,6.2,240.81,89.43,29.44,29.44,43.83,-8.3,0
2645,172.26,55.72,66.1,239.0,129.9,8.4,6.98,272.36,94.3,49.84,49.84,65.95,-24.72,0
2646,216.96,78.41,89.71,307.59,159.92,9.43,8.26,358.27,115.14,233.49,233.49,235.52,-12.96,0
2647,251.03,101.85,113.19,365.58,210.61,26.2,12.59,469.16,166.3,340.29,340.29,365.49,43.35,0
2648,238.72,96.65,109.22,348.79,181.96,7.69,8.85,345.16,53.68,174.98,174.98,203.3,42.26,0
2649,225.56,100.99,111.67,337.23,213.38,0.0,7.34,368.1,89.8,276.76,276.76,293.91,49.83,0
2650,189.73,69.42,88.61,278.34,181.4,0.0,9.76,349.3,126.33,532.48,532.48,529.7,87.71,0
2651,445.62,205.07,205.07,664.04,63.42,262.99,11.45,408.03,79.45,930.86,925.75,962.03,173.52,0
2652,312.51,217.7,217.7,542.35,43.33,225.21,5.76,341.14,102.84,918.47,918.34,946.1,142.63,0
2653,286.55,211.96,211.96,506.88,42.02,191.55,6.35,296.29,88.29,707.62,706.97,746.39,121.82,0
2654,251.29,167.4,167.4,425.55,32.55,138.3,3.87,219.09,61.42,644.92,643.4,655.55,115.88,0
2655,206.79,169.89,169.89,382.75,36.96,127.44,11.97,210.44,57.71,556.88,556.53,581.19,94.03,0
2656,178.55,130.7,130.7,314.21,31.22,104.72,4.8,172.31,49.54,484.8,484.44,506.42,88.72,0
2657,144.44,104.27,104.27,248.71,32.37,79.18,1.79,138.01,46.11,347.4,347.4,375.47,52.92,0
2658,116.03,82.54,83.64,199.67,97.85,31.14,18.39,173.9,58.93,233.48,227.09,236.71,25.18,0
2659,106.82,57.78,60.18,167.24,77.35,23.62,23.93,147.45,46.58,189.2,185.0,195.89,27.45,0
2660,48.61,54.73,59.59,112.37,59.09,14.01,16.09,109.36,39.25,184.48,180.25,187.71,33.51,0
2661,32.86,45.77,51.21,84.07,45.1,16.54,6.11,83.84,34.21,143.77,140.9,149.5,21.7,0
2662,24.08,32.54,33.05,57.13,41.67,11.49,2.17,64.21,30.01,100.05,98.13,99.55,15.29,0
2663,18.68,10.83,11.39,30.07,7.15,12.04,0.7,32.86,10.4,46.81,46.08,46.81,3.01,0
2664,18.14,11.88,12.47,30.61,6.56,12.68,4.13,32.46,9.9,44.92,44.41,43.11,2.57,0
2665,18.21,9.31,9.99,28.2,5.9,13.57,1.46,27.09,7.76,40.62,40.22,44.75,2.42,0
2666,17.71,7.66,8.33,26.04,4.7,9.86,3.47,24.02,6.45,34.19,33.86,34.61,2.23,0
2667,16.93,3.82,3.82,20.75,4.83,10.72,0.97,18.19,3.99,31.56,31.24,38.78,2.07,0
2668,16.45,2.73,2.73,19.18,9.74,2.77,1.44,14.96,2.38,21.68,21.59,21.18,1.82,0
2669,15.63,3.03,3.03,18.66,8.0,2.87,1.39,13.47,1.22,15.58,15.57,15.93,1.67,0
2670,722.95,0.0,0.0,731.88,175.26,324.73,31.23,583.31,235.68,1558.82,1525.12,1572.72,192.38,0
2671,645.96,0.0,0.0,654.49,159.31,274.68,29.54,521.58,215.41,1421.42,1388.29,1406.54,160.22,0
2672,585.31,0.0,26.9,621.33,149.11,266.81,29.6,489.82,229.94,1323.38,1293.83,1327.13,179.99,0
2673,395.46,63.09,115.11,523.39,143.21,235.53,32.55,460.08,257.2,1385.89,1358.48,1411.5,214.36,0
2674,285.29,34.86,79.42,379.24,106.03,174.9,22.76,332.28,186.07,1122.71,1103.44,1163.43,180.42,0
2675,191.48,0.02,2.3,206.02,74.65,105.04,53.54,310.0,216.19,775.58,763.57,799.81,129.05,0
2676,124.17,0.0,2.8,126.97,60.26,61.29,43.97,208.1,142.41,516.8,507.94,518.22,82.46,0
2677,21483.76,263.78,5835.27,29257.15,2016.81,2132.16,169.39,5261.21,4932.78,7744.89,7614.46,8114.76,-73.29,0
2678,22786.27,281.63,6810.68,32033.83,1802.82,2189.25,416.46,5356.35,5411.72,8168.74,8028.44,7921.92,-347.04,0
2679,7407.88,8.81,2409.01,12342.46,980.15,918.38,141.48,4839.44,1829.1,2928.25,2828.79,3021.08,-2680.77,0
2680,7788.88,43.13,43.13,7964.51,737.53,868.76,431.12,2946.2,1116.57,2518.49,2432.14,2679.28,749.29,0
2681,7878.12,40.3,40.3,8019.07,713.48,640.07,1327.71,3125.88,978.22,4080.49,4015.56,4440.57,1801.98,0
2682,6680.53,50.53,50.53,6741.93,542.62,618.26,1250.91,2871.06,736.16,3160.23,3107.57,3299.71,1518.21,0
2683,5717.98,29.49,29.49,5747.47,553.29,570.14,88.87,1584.22,605.78,2530.54,2485.51,2639.79,1019.07,0
2684,90.14,34.01,71.51,162.3,35.7,89.34,24.27,169.69,141.43,341.59,312.25,310.63,16.85,0
2685,89.39,40.92,77.42,167.4,24.44,123.26,4.47,160.2,135.02,461.71,425.97,445.5,19.92,0
2686,88.43,53.72,93.32,182.24,8.39,169.6,5.84,217.2,184.02,493.57,474.42,495.2,18.05,0
2687,88.28,49.85,73.69,162.34,13.95,137.2,4.07,182.68,139.53,503.41,480.8,499.09,30.45,0
2688,69.72,90.31,99.67,180.4,27.93,119.26,6.0,173.46,124.53,355.93,342.53,325.32,12.87,0
2689,61.44,6.03,171.47,235.69,39.31,86.87,2.18,153.24,35.32,270.18,261.54,189.76,30.89,0
2690,18.57,28.03,119.09,137.66,108.75,174.93,8.67,383.26,305.63,425.58,415.23,547.32,17.89,0
2691,788.08,879.35,879.35,1670.24,598.59,876.91,66.56,1627.18,404.69,2434.51,2382.53,2388.39,218.67,0
2692,738.69,740.08,740.08,1481.85,458.13,719.31,57.46,1349.22,300.07,1882.34,1834.96,1934.2,229.83,0
2693,634.82,618.49,618.49,1255.88,331.82,564.69,50.99,1048.4,224.47,1467.84,1439.69,1590.26,189.58,0
2694,561.48,386.57,473.56,1037.11,229.63,444.84,13.97,744.87,153.61,1186.63,1169.38,1251.48,145.88,0
2695,506.39,303.14,372.06,880.15,171.39,335.42,27.15,590.58,130.81,1059.44,1047.18,1182.98,106.71,0
2696,441.8,330.26,330.26,772.89,218.57,202.68,60.34,526.23,96.31,790.26,782.28,793.49,84.2,0
2697,402.17,165.91,190.91,593.08,182.36,153.63,17.37,397.21,92.91,683.27,676.52,680.86,73.12,0
2698,165.76,126.7,169.24,335.92,51.81,112.21,0.2,211.0,45.55,371.91,335.94,339.49,54.67,0
2699,160.9,150.25,163.77,325.3,45.3,110.07,0.92,195.75,63.95,461.49,430.09,439.19,56.44,0
2700,149.59,149.92,171.79,321.59,68.65,102.76,20.13,214.47,185.21,311.2,285.8,293.76,46.2,0
2701,142.42,139.49,158.38,301.42,36.99,95.7,1.52,143.48,45.9,335.02,306.84,316.11,56.37,0
2702,131.15,137.97,168.75,300.3,43.09,103.1,5.24,163.63,68.04,392.52,363.44,370.2,64.23,0
2703,116.74,124.17,149.96,267.28,33.22,104.97,4.28,156.49,59.7,315.74,291.77,296.06,51.24,0
2704,102.76,148.22,155.11,257.87,25.8,102.08,3.19,146.75,47.41,214.86,190.93,195.92,40.97,0
2705,58.25,4.01,13.67,72.3,2.83,18.03,1.3,26.35,14.1,81.23,78.79,79.59,0.6,0
2706,62.2,18.63,28.33,91.9,12.95,28.28,7.17,53.61,13.84,116.76,110.06,119.1,12.2,0
2707,71.7,5.95,7.28,79.58,0.75,29.1,0.31,34.34,6.55,81.74,70.99,65.24,5.75,0
2708,70.91,5.25,6.58,78.83,0.56,28.31,0.99,34.53,10.25,72.17,65.71,57.92,1.64,0
2709,73.79,7.61,10.46,85.47,0.83,33.16,0.51,38.66,10.45,64.37,58.72,58.56,7.47,0
2710,73.75,11.32,13.61,88.12,5.83,33.09,0.41,46.91,20.14,109.3,100.5,107.34,15.43,0
2711,69.94,18.35,20.57,90.51,2.55,27.36,1.07,50.24,21.14,76.69,71.89,72.62,9.11,0
2712,54.83,14.32,55.27,110.1,30.57,43.87,1.43,83.91,11.95,198.58,198.58,193.46,15.28,0
2713,51.48,16.86,46.79,98.27,19.38,45.43,0.47,71.95,14.84,124.89,124.89,129.17,8.03,0
2714,49.46,2.79,29.3,78.76,15.07,35.62,1.01,58.44,7.33,111.45,111.45,110.73,8.12,0
2715,47.49,23.33,23.33,70.82,10.17,34.47,0.4,51.01,11.93,96.48,96.48,97.57,8.31,0
2716,24.43,20.81,20.81,45.24,7.53,33.8,0.65,45.71,9.09,98.42,98.42,98.88,9.1,0
2717,21.37,18.47,18.47,39.84,3.55,33.06,4.3,44.05,13.55,91.87,91.87,99.58,5.3,0
2718,19.96,18.42,18.42,38.38,5.75,24.67,1.2,35.23,6.19,86.79,86.79,89.6,4.82,0
2719,19.0,10.01,13.78,33.06,10.91,24.88,0.17,45.52,16.66,59.93,59.93,59.01,3.43,0
2720,18.41,10.07,13.06,31.72,9.99,25.95,0.34,45.06,19.9,57.52,57.52,62.65,5.93,0
2721,16.26,10.37,12.56,29.04,5.74,22.58,0.51,34.84,11.95,49.92,49.92,54.41,3.72,0
2722,15.46,9.81,10.24,25.88,4.81,18.23,0.54,31.98,12.07,44.88,44.88,46.2,3.57,0
2723,14.97,9.72,9.82,24.91,6.5,17.01,0.49,30.53,12.29,44.66,44.66,47.11,3.61,0
2724,14.47,8.41,8.56,23.11,7.78,14.93,0.45,33.89,15.18,44.28,44.27,41.43,3.13,0
2725,14.01,7.46,7.56,21.57,8.35,18.02,0.44,36.06,19.33,38.41,38.41,38.37,2.71,0
2726,60.94,0.0,0.0,60.94,25.25,14.08,25.28,70.96,32.18,45.43,45.43,45.45,12.5,0
2727,56.81,0.0,0.0,56.81,19.07,3.09,24.46,51.88,30.56,49.05,49.05,49.38,14.04,0
2728,52.36,0.01,0.01,52.37,9.46,3.7,30.85,53.77,30.15,34.93,34.93,35.67,5.87,0
2729,51.67,0.01,0.01,51.68,20.91,0.0,23.61,52.13,30.66,35.31,35.31,36.01,7.44,0
2730,50.86,5.34,10.84,61.7,23.3,6.82,31.3,64.99,36.55,36.27,36.27,36.75,5.33,0
2731,50.14,0.0,0.0,50.14,22.73,0.0,26.56,65.92,38.43,53.91,53.91,53.95,13.55,0
2732,44.04,3.5,4.2,48.24,43.74,0.0,30.68,80.23,47.13,51.18,51.18,51.24,12.57,0
2733,50.53,0.0,0.0,50.68,0.13,0.0,1.57,3.75,0.31,0.0,0.0,10.22,4.91,0
2734,58.79,0.0,0.0,58.93,0.0,0.0,9.54,10.85,3.39,73.67,72.87,124.3,50.87,0
2735,23.74,27.64,37.44,61.81,17.52,17.04,1.5,39.02,24.09,79.55,78.67,81.5,4.95,0
2736,28.88,33.05,36.53,66.09,19.2,14.13,1.86,38.04,19.18,79.74,78.97,78.44,8.56,0
2737,28.37,24.04,27.85,56.8,13.22,16.73,1.29,35.99,16.26,59.3,58.68,63.49,7.7,0
2738,27.14,15.0,18.61,46.24,10.11,14.9,8.74,35.89,16.44,84.43,83.79,83.48,12.33,0
2739,22.91,18.16,21.02,43.93,18.03,18.84,2.67,43.77,22.09,78.98,78.51,80.64,12.88,0
2740,-20.01,14.12,20.05,12.85,2.68,3.78,0.29,10.03,35.48,26.87,15.49,28.44,3.65,1
2741,-15.81,13.39,16.89,27.71,11.07,3.16,0.77,19.35,30.4,83.67,44.11,41.12,-9.49,1
2742,-4.38,16.09,17.09,33.19,20.3,7.26,1.53,33.33,36.0,130.66,79.11,78.49,-3.43,1
2743,2.72,19.23,21.93,32.59,25.86,9.32,2.11,40.43,41.6,182.95,117.8,120.22,-6.09,1
2744,12.16,14.14,20.53,34.43,13.48,10.07,1.23,28.91,25.64,154.35,98.14,98.2,-4.74,1
2745,18.64,11.17,13.31,31.95,18.52,8.24,1.51,36.67,28.52,173.81,113.86,117.12,5.06,1
2746,61.12,13.12,23.17,84.29,4.18,18.9,1.27,28.34,5.04,22.26,22.22,23.33,11.16,0
2747,59.81,17.89,22.34,82.15,3.04,18.93,1.13,26.96,12.54,17.54,17.49,19.06,13.46,0
2748,60.13,20.31,26.56,86.69,2.97,3.72,1.08,12.31,9.37,30.01,29.77,32.41,13.06,0
2749,60.95,24.09,31.51,92.46,8.21,3.54,2.29,19.33,9.67,22.41,22.2,26.78,14.93,0
2750,60.99,12.71,28.19,89.18,3.33,1.2,1.74,20.7,20.8,11.75,11.05,12.2,3.42,0
2751,66.41,5.02,9.25,75.66,9.03,6.16,2.72,31.01,16.89,66.21,62.39,74.03,5.03,0
2752,68.78,0.35,8.45,77.23,7.13,7.34,1.27,35.53,3.26,50.42,47.58,49.56,5.56,0
2753,239.99,124.56,126.03,381.99,28.79,144.91,45.23,227.94,174.26,2381.62,2380.58,2415.21,137.52,0
2754,193.01,157.4,157.4,361.97,24.24,139.37,40.68,213.6,145.03,2074.03,2072.97,2130.79,90.71,0
2755,178.99,141.54,141.54,330.81,16.61,108.55,44.42,187.25,138.71,1722.92,1722.04,1735.87,101.52,0
2756,141.89,126.33,126.33,276.54,15.07,82.09,32.95,146.69,114.73,1602.59,1601.81,1571.59,105.09,0
2757,93.13,172.85,173.85,274.38,11.2,93.45,29.99,149.62,116.56,1393.79,1393.41,1444.24,56.79,0
2758,86.54,185.98,185.98,278.76,14.44,66.07,29.29,126.36,82.28,1096.18,1096.08,1097.17,42.34,0
2759,86.87,175.53,184.45,271.32,12.08,76.3,24.63,148.88,86.83,900.43,900.38,912.33,53.12,0
2760,226.76,160.44,160.44,399.22,69.83,10.45,5.68,100.29,37.74,313.0,313.0,318.09,75.08,0
2761,182.51,99.4,99.4,292.8,53.89,8.26,19.53,92.21,23.01,290.75,290.75,311.42,70.08,0
2762,133.39,95.01,95.01,240.35,28.62,8.47,16.4,65.77,29.99,248.16,248.16,230.82,16.8,0
2763,149.19,103.1,103.1,258.07,20.58,7.75,6.95,55.79,22.71,204.32,204.32,206.34,34.01,0
2764,143.53,62.12,62.12,205.98,24.13,5.9,7.34,43.55,15.88,167.69,167.69,171.21,20.69,0
2765,148.3,57.11,57.11,205.72,12.21,4.8,3.03,34.91,15.12,126.88,126.88,128.88,25.61,0
2766,143.24,71.69,71.69,214.93,10.28,3.0,4.97,29.8,15.74,98.46,98.46,94.69,-5.22,0
2767,88.55,82.86,97.46,186.01,71.13,51.26,1.95,131.05,9.87,620.95,620.95,615.15,41.1,0
2768,81.76,99.29,112.26,194.02,67.22,47.95,2.3,130.62,11.79,593.04,593.04,597.35,49.82,0
2769,72.77,108.09,138.58,211.35,75.89,47.62,1.92,141.4,10.74,734.98,734.98,735.16,57.56,0
2770,60.49,99.14,131.26,191.75,56.47,49.72,2.02,120.86,9.31,582.38,582.38,586.33,49.79,0
2771,50.39,83.73,110.7,161.09,37.98,49.72,2.37,98.17,8.73,392.4,392.4,398.19,35.18,0
2772,46.11,95.57,113.6,159.71,36.88,40.85,5.4,90.13,8.96,384.74,384.74,384.65,32.02,0
2773,33.38,92.48,109.29,142.67,22.66,37.82,2.01,71.33,9.19,242.58,242.58,243.7,24.34,0
2774,41.36,1.74,15.46,57.62,6.64,50.04,3.07,64.3,57.76,87.94,84.15,83.23,1.81,1
2775,43.77,14.34,15.54,60.11,5.84,51.2,0.74,74.1,42.21,81.95,78.17,88.2,6.91,1
2776,31.33,12.54,15.43,47.56,6.4,41.38,1.76,62.26,45.93,112.45,108.01,104.01,8.02,1
2777,29.64,20.15,24.59,55.03,6.33,45.43,3.45,66.82,46.4,85.28,80.99,93.8,8.49,1
2778,27.28,20.43,26.03,54.11,4.7,32.09,2.21,47.26,30.12,80.91,77.03,81.97,7.59,1
2779,26.74,20.67,26.5,53.24,7.46,27.08,1.09,42.22,30.22,75.3,72.22,74.38,5.36,1
2780,66.43,70.92,111.76,178.72,116.09,14.97,4.19,153.77,27.68,825.71,740.92,748.26,36.78,0
2781,59.49,79.72,110.72,170.58,122.98,9.16,3.84,151.4,32.1,773.55,698.6,690.14,29.32,0
2782,54.49,83.16,120.33,0.0,122.84,22.49,5.21,161.36,35.46,760.2,685.5,693.31,30.71,0
2783,47.71,75.4,111.73,159.44,97.57,14.14,3.84,125.19,13.92,611.0,560.31,557.74,22.46,0
2784,44.54,59.92,82.86,127.4,77.22,13.15,1.75,96.66,26.74,543.79,499.02,495.76,24.34,0
2785,37.64,60.54,68.49,106.13,68.93,15.98,1.26,102.73,24.24,438.71,405.36,415.18,27.3,0
2786,17.69,25.85,39.07,56.76,36.39,8.48,0.41,48.04,6.94,194.34,194.16,194.51,9.29,0
2787,11.79,28.78,44.45,56.24,46.42,7.65,0.34,56.52,17.05,173.08,172.8,173.0,8.33,0
2788,11.35,27.73,42.66,54.01,33.05,7.32,0.32,42.84,7.18,164.28,163.85,162.69,8.44,0
2789,11.23,29.95,41.46,52.69,27.93,8.41,0.32,41.71,6.75,152.4,146.23,148.11,8.62,0
2790,11.45,27.1,43.09,54.54,24.91,10.47,0.29,40.82,4.91,125.09,124.94,126.26,6.48,0
2791,11.85,20.3,28.83,40.68,18.6,4.47,0.59,28.06,3.44,84.55,84.5,87.37,5.11,0
2792,22.0,9.35,10.29,32.64,16.82,8.55,0.39,26.55,9.24,103.04,93.08,92.73,6.83,0
2793,20.22,11.67,12.72,33.23,17.16,9.02,0.4,28.26,10.0,103.93,94.1,94.74,6.03,0
2794,19.34,12.03,15.25,34.8,17.22,10.65,1.13,30.32,11.16,90.8,81.98,82.56,6.02,0
2795,17.9,7.93,11.85,30.05,14.18,9.94,0.64,25.76,10.28,83.75,75.84,76.72,6.22,0
2796,16.39,9.79,12.12,28.71,10.96,7.25,0.42,19.47,5.14,65.53,59.72,59.24,5.66,0
2797,15.01,6.26,8.36,23.58,11.22,8.25,0.58,21.77,9.97,71.4,66.06,67.86,6.76,0
2798,12.9,6.58,7.47,20.37,10.48,4.56,1.17,17.72,6.35,52.56,48.48,49.19,4.17,0
2799,397.59,66.41,67.44,469.58,177.3,119.46,84.74,404.47,66.4,437.45,419.58,402.18,108.62,0
2800,290.02,87.68,89.2,382.5,111.87,133.64,27.72,339.12,87.54,644.18,634.34,645.74,117.52,0
2801,241.28,59.07,60.81,304.5,131.31,146.49,61.0,426.12,248.31,544.24,531.16,582.36,96.42,0
2802,200.89,38.87,46.33,249.43,143.37,73.84,113.27,364.3,243.78,238.29,226.73,228.54,71.19,0
2803,171.31,51.02,59.32,232.33,87.53,74.66,34.46,212.3,69.24,210.48,202.4,219.88,64.16,0
2804,144.77,25.08,33.88,181.74,81.49,53.04,19.03,171.13,78.93,164.96,160.77,165.82,43.72,0
2805,129.12,43.42,45.66,174.78,82.59,46.03,21.55,162.72,79.3,110.3,106.16,112.79,25.87,0
2806,160.79,69.97,69.97,232.79,88.76,132.86,50.76,286.25,141.44,341.37,331.67,352.36,54.7,0
2807,131.59,59.45,59.45,192.55,90.35,112.0,30.09,249.87,112.04,321.92,316.22,344.99,53.3,0
2808,104.17,31.38,31.55,136.94,73.05,51.94,8.8,143.04,63.14,297.89,291.77,294.72,51.52,0
2809,76.48,34.02,34.02,111.66,58.61,46.92,3.3,116.97,48.26,184.27,180.74,186.19,3.87,0
2810,82.26,35.94,35.94,119.07,59.19,35.78,0.8,104.17,37.84,182.07,181.1,178.58,19.59,0
2811,78.42,37.92,37.92,117.07,46.06,48.14,1.46,101.83,43.33,190.22,186.93,193.55,18.65,0
2812,76.42,26.5,26.5,102.92,29.0,41.12,4.39,97.5,36.34,110.78,107.02,109.59,10.51,0
2813,152.67,61.94,125.22,277.89,155.87,149.77,21.45,395.4,196.64,798.72,798.72,808.72,133.24,1
2814,83.68,99.28,168.05,251.73,131.61,135.93,28.6,356.09,172.26,469.05,450.71,487.6,54.39,1
2815,15.51,8.87,9.55,25.28,5.11,10.15,2.38,18.13,5.62,30.22,26.93,29.09,2.44,0
2816,16.05,6.62,6.89,23.15,5.67,8.79,1.98,17.18,8.05,29.24,26.45,26.8,2.17,0
2817,17.16,7.53,7.81,25.09,4.41,7.9,1.51,15.2,6.04,28.98,26.24,28.23,2.67,0
2818,17.49,10.67,10.71,28.3,7.31,8.05,1.28,18.41,7.69,23.45,21.48,19.99,-0.22,0
2819,21.16,13.4,16.5,37.75,8.49,12.24,1.52,24.86,5.62,21.11,19.24,19.23,1.52,0
2820,23.56,13.36,14.8,38.44,7.82,12.35,1.47,24.59,6.33,22.29,20.58,23.27,2.28,0
2821,24.09,16.77,16.88,40.97,11.54,12.18,1.87,28.56,6.44,20.93,19.28,22.14,3.81,0
2822,25.32,13.37,726.48,757.86,479.35,6.67,3.11,495.65,159.38,19.77,19.12,38.71,-7.41,0
2823,46.78,16.23,703.7,757.12,455.3,8.99,6.31,480.89,149.96,252.89,252.18,272.4,-10.18,0
2824,68.27,17.96,772.27,846.51,381.08,11.02,180.64,581.75,159.4,827.99,827.0,849.7,33.2,0
2825,104.19,20.87,288.25,396.22,6.77,9.34,19.35,40.52,16.71,668.13,666.56,681.89,30.69,0
2826,84.19,10.8,301.35,387.37,17.25,8.49,68.02,96.98,41.71,523.14,521.97,533.18,23.12,0
2827,104.64,7.31,156.65,262.9,17.04,6.98,11.03,40.22,53.93,411.53,410.55,412.73,15.8,0
2828,156.08,34.92,115.78,271.86,17.32,29.55,20.81,85.14,43.29,397.36,396.37,405.51,35.31,0
2829,24.19,75.35,93.12,118.1,56.72,34.42,1.49,109.37,41.1,308.81,304.38,311.42,15.67,0
2830,23.87,73.13,95.55,120.05,49.14,29.43,0.75,91.53,27.94,285.29,282.31,292.52,9.07,0
2831,28.44,53.61,66.95,95.91,42.18,23.75,0.8,72.1,19.54,286.85,284.68,289.16,12.69,0
2832,20.63,29.93,45.27,66.33,31.56,16.15,1.15,51.08,14.7,222.01,219.7,223.6,9.75,0
2833,18.84,37.29,39.52,58.72,21.39,14.07,0.68,38.01,6.12,189.27,187.73,189.67,6.58,0
2834,17.25,23.91,32.24,49.85,20.74,11.63,0.6,35.35,12.44,191.75,190.96,195.63,5.33,0
2835,5.76,44.09,47.64,53.4,18.78,9.29,0.4,32.51,5.46,165.49,164.63,164.95,-1.14,0
2836,2258.55,397.36,598.68,2916.65,1898.78,424.4,106.23,3166.92,1985.05,4471.43,4364.58,4311.58,555.9,0
2837,2070.78,770.27,971.37,3062.18,1783.58,598.87,75.27,3198.63,1726.68,4493.79,4422.25,4513.29,505.49,0
2838,1954.17,780.09,785.01,2829.41,1541.65,543.77,64.7,3015.61,1752.76,4176.75,4055.25,4146.88,459.71,0
2839,1846.34,522.61,591.05,2504.99,1287.9,443.97,56.9,2687.69,1641.81,3421.35,3335.4,3463.21,392.77,0
2840,1742.91,301.75,472.12,2277.86,1513.39,321.15,103.4,2631.51,1613.26,3092.19,3009.78,3046.62,404.44,0
2841,1591.07,362.92,452.42,2097.32,1348.26,241.04,144.26,2281.76,1377.86,2938.57,2860.04,2894.45,415.3,0
2842,988.06,512.6,604.32,1592.38,1322.13,268.92,36.87,2384.95,1243.48,2678.46,2622.41,2663.99,384.72,0
2843,112.22,43.46,43.46,156.37,34.43,32.59,7.47,83.53,10.45,148.46,148.46,158.29,44.49,0
2844,93.51,42.26,42.26,136.12,30.4,23.54,6.75,71.74,12.02,157.4,157.4,161.65,45.07,0
2845,70.85,44.65,44.65,115.89,27.83,21.8,5.24,63.03,12.87,137.02,137.02,142.64,34.38,0
2846,48.37,27.21,27.21,76.0,16.28,15.5,1.95,39.48,7.66,120.95,120.95,121.56,25.21,0
2847,34.92,30.42,30.42,65.68,14.94,17.99,0.31,38.48,5.24,102.11,102.11,105.86,16.06,0
2848,25.68,21.6,21.6,47.28,12.39,12.26,0.11,29.27,6.21,89.88,89.88,89.1,14.64,0
